Geneid	Control_1	Control_2	Treat_1	Treat_2
ENSDARG00000034714	655	544	364	439
ENSDARG00000004372	898	902	891	822
ENSDARG00000029146	2766	4383	3632	3377
ENSDARG00000087493	0	0	0	1
ENSDARG00000082988	0	0	0	0
ENSDARG00000056150	782	807	652	717
ENSDARG00000078574	778	821	849	709
ENSDARG00000094688	9	11	10	8
ENSDARG00000034568	542	591	432	432
ENSDARG00000030650	15	56	39	14
ENSDARG00000021494	1363	1150	1325	1425
ENSDARG00000070644	823	903	682	671
ENSDARG00000086471	704	831	636	575
ENSDARG00000003113	10303	9483	8975	9673
ENSDARG00000077882	191	230	202	189
ENSDARG00000037155	16	16	12	10
ENSDARG00000037140	587	614	466	513
ENSDARG00000056037	490	540	724	547
ENSDARG00000056122	4609	4926	4400	3881
ENSDARG00000037153	1505	1489	1644	1674
ENSDARG00000056075	2244	2448	1811	1807
ENSDARG00000094399	6	3	7	2
ENSDARG00000095512	451	416	373	369
ENSDARG00000104197	904	1054	938	913
ENSDARG00000098968	464	540	415	394
ENSDARG00000101869	1492	1585	1563	1424
ENSDARG00000086159	96	82	119	81
ENSDARG00000079307	1361	1260	591	674
ENSDARG00000089429	6291	7000	6561	6017
ENSDARG00000076564	2416	3159	2432	2288
ENSDARG00000085149	0	0	0	0
ENSDARG00000037267	877	908	624	684
ENSDARG00000014386	699	973	1056	1275
ENSDARG00000027797	869	915	731	749
ENSDARG00000076030	179	204	182	127
ENSDARG00000004218	1104	1135	1027	1008
ENSDARG00000025766	343	431	339	362
ENSDARG00000037284	1885	2368	2059	1938
ENSDARG00000037285	5959	6795	5829	5074
ENSDARG00000015902	1375	1284	1280	1196
ENSDARG00000057062	986	947	754	686
ENSDARG00000005775	3465	4148	3269	2624
ENSDARG00000093100	0	0	0	0
ENSDARG00000094330	0	10	0	0
ENSDARG00000005350	2216	2108	2362	2163
ENSDARG00000011298	676	610	752	627
ENSDARG00000003383	1139	1459	1034	1066
ENSDARG00000078401	1049	971	1161	1042
ENSDARG00000014179	2714	5288	5975	4462
ENSDARG00000094977	197	164	229	220
ENSDARG00000084441	2	0	3	3
ENSDARG00000006584	1997	2178	1833	1717
ENSDARG00000070539	549	560	458	458
ENSDARG00000040925	44	47	50	47
ENSDARG00000055554	44	74	57	51
ENSDARG00000037071	13070	14999	12022	14023
ENSDARG00000037068	143	165	159	113
ENSDARG00000037067	325	292	251	263
ENSDARG00000004745	1231	1290	1127	1027
ENSDARG00000037062	89	102	100	91
ENSDARG00000037060	2507	3410	2487	2168
ENSDARG00000018968	3138	3453	3046	2599
ENSDARG00000018179	1016	878	1039	1014
ENSDARG00000055638	565	695	412	472
ENSDARG00000100606	779	870	711	675
ENSDARG00000010124	99	159	130	83
ENSDARG00000078800	75	51	75	72
ENSDARG00000055585	277	297	215	263
ENSDARG00000061520	333	314	268	353
ENSDARG00000093089	163	171	136	176
ENSDARG00000094837	0	1	3	3
ENSDARG00000009899	613	676	701	602
ENSDARG00000055655	0	0	11	1
ENSDARG00000003469	1113	1375	1162	735
ENSDARG00000033738	7127	7125	7065	7430
ENSDARG00000093306	4	5	4	0
ENSDARG00000011549	96	86	81	81
ENSDARG00000088398	111	108	108	98
ENSDARG00000016782	5960	8702	7146	6361
ENSDARG00000083425	0	0	0	0
ENSDARG00000081815	0	0	0	0
ENSDARG00000007149	2021	2103	1863	1584
ENSDARG00000055739	25	54	16	33
ENSDARG00000055754	872	1167	969	929
ENSDARG00000055760	488	612	765	647
ENSDARG00000031649	846	956	582	662
ENSDARG00000007988	689	395	1101	1028
ENSDARG00000080245	0	0	0	0
ENSDARG00000055770	398	436	341	346
ENSDARG00000028322	1028	1115	1011	983
ENSDARG00000085038	0	0	0	0
ENSDARG00000085725	0	0	0	0
ENSDARG00000093890	2	0	4	0
ENSDARG00000037030	2009	2620	2117	1913
ENSDARG00000093492	8	30	19	13
ENSDARG00000098029	15	12	8	6
ENSDARG00000004452	5540	5581	5044	5260
ENSDARG00000093804	147	163	164	132
ENSDARG00000015343	2480	2291	2272	2566
ENSDARG00000037020	8050	9888	7632	7262
ENSDARG00000037017	2129	2637	2458	2381
ENSDARG00000055893	164	187	154	167
ENSDARG00000091906	37	40	33	47
ENSDARG00000055899	395	490	462	375
ENSDARG00000031720	15830	17777	13127	12843
ENSDARG00000038954	1517	1883	1793	1540
ENSDARG00000003250	374	335	299	331
ENSDARG00000008010	11	12	11	15
ENSDARG00000077307	652	704	703	674
ENSDARG00000100857	294	344	267	203
ENSDARG00000039931	2300	2892	2964	3070
ENSDARG00000074985	466	630	572	628
ENSDARG00000062129	1312	1413	1175	1196
ENSDARG00000097185	2	2	5	2
ENSDARG00000010515	351	362	292	285
ENSDARG00000095919	0	0	0	0
ENSDARG00000060498	77	79	130	142
ENSDARG00000053857	686	822	754	689
ENSDARG00000053854	18	22	22	12
ENSDARG00000077428	2484	2826	2223	1768
ENSDARG00000092307	25	25	17	16
ENSDARG00000081294	0	0	0	0
ENSDARG00000011196	1094	1237	1306	1260
ENSDARG00000041080	39	69	38	65
ENSDARG00000100319	0	0	0	0
ENSDARG00000036956	3312	3371	2996	2754
ENSDARG00000053820	756	810	487	498
ENSDARG00000097796	0	0	0	0
ENSDARG00000074030	3207	3597	2943	2619
ENSDARG00000079423	32	31	40	39
ENSDARG00000036952	242	266	203	144
ENSDARG00000076964	479	582	505	429
ENSDARG00000053804	860	1034	811	682
ENSDARG00000078244	341	387	290	226
ENSDARG00000060484	199	243	271	237
ENSDARG00000086679	18	24	27	29
ENSDARG00000036930	225	210	196	202
ENSDARG00000036903	158	137	98	117
ENSDARG00000094345	211	203	273	326
ENSDARG00000015970	1597	1806	1605	1356
ENSDARG00000036754	6889	9812	8107	6352
ENSDARG00000076153	172	186	80	102
ENSDARG00000094050	2	9	12	0
ENSDARG00000036878	902	1138	663	645
ENSDARG00000036876	372	476	406	394
ENSDARG00000036875	13766	16018	13224	14689
ENSDARG00000081654	5	10	7	9
ENSDARG00000081875	0	0	0	0
ENSDARG00000012397	1190	1414	1311	1161
ENSDARG00000036869	57	50	93	83
ENSDARG00000036868	260	313	266	262
ENSDARG00000036865	1459	1572	1156	1326
ENSDARG00000025522	7767	9208	8327	9368
ENSDARG00000092056	2	2	2	2
ENSDARG00000036776	500	545	542	625
ENSDARG00000036778	1980	2475	2071	1770
ENSDARG00000053666	775	730	1104	961
ENSDARG00000060394	197	185	260	239
ENSDARG00000020887	204	237	302	262
ENSDARG00000086703	56	20	29	50
ENSDARG00000093702	90	116	125	120
ENSDARG00000073899	132	131	158	158
ENSDARG00000058022	505	514	455	507
ENSDARG00000103255	0	0	0	2
ENSDARG00000074675	1068	1160	1072	931
ENSDARG00000036855	1842	2206	1736	1570
ENSDARG00000016463	366	404	414	437
ENSDARG00000078654	646	652	1044	944
ENSDARG00000031698	94	117	96	94
ENSDARG00000025147	4424	4342	4446	5255
ENSDARG00000030641	218	191	204	202
ENSDARG00000092792	147	142	114	95
ENSDARG00000000887	105	60	107	85
ENSDARG00000000796	2792	5043	4097	4152
ENSDARG00000103681	0	0	0	0
ENSDARG00000000588	204	274	268	285
ENSDARG00000060626	1938	1917	1669	1625
ENSDARG00000036831	1168	1404	1171	1006
ENSDARG00000079525	18	11	17	18
ENSDARG00000036826	515	643	571	468
ENSDARG00000026806	288	382	317	332
ENSDARG00000097071	8	6	8	6
ENSDARG00000097446	8	2	2	3
ENSDARG00000097216	7	12	9	10
ENSDARG00000102535	0	0	1	0
ENSDARG00000102654	0	0	0	0
ENSDARG00000095268	2356	1989	1890	1854
ENSDARG00000060372	1394	1671	1541	1093
ENSDARG00000080504	0	0	0	0
ENSDARG00000081646	2	0	3	0
ENSDARG00000026864	3	4	6	4
ENSDARG00000036785	1361	1661	1447	1531
ENSDARG00000026907	930	877	849	754
ENSDARG00000079291	453	353	331	331
ENSDARG00000006353	465	465	551	508
ENSDARG00000082556	0	0	0	0
ENSDARG00000075972	228	205	239	152
ENSDARG00000060306	1925	2264	2062	1867
ENSDARG00000011570	868	859	825	752
ENSDARG00000007867	4933	4802	4831	4613
ENSDARG00000092856	473	471	437	451
ENSDARG00000003219	1154	1229	1076	1132
ENSDARG00000017811	770	732	790	817
ENSDARG00000015460	225	252	395	323
ENSDARG00000093922	0	0	0	0
ENSDARG00000092645	0	0	2	4
ENSDARG00000104767	163	224	191	180
ENSDARG00000103364	11027	12588	11124	10275
ENSDARG00000094469	292	197	234	213
ENSDARG00000070393	183	223	291	203
ENSDARG00000099667	754	807	1021	1195
ENSDARG00000060288	2580	2946	2484	2360
ENSDARG00000080256	3	4	2	0
ENSDARG00000024954	449	566	452	443
ENSDARG00000098048	0	0	0	0
ENSDARG00000024895	1009	1181	1019	972
ENSDARG00000089004	542	497	427	343
ENSDARG00000008237	3016	3980	3457	3327
ENSDARG00000003206	576	749	500	485
ENSDARG00000004018	177	222	173	207
ENSDARG00000061272	2445	3004	2153	1937
ENSDARG00000091127	2867	2998	2782	2774
ENSDARG00000105015	38	42	41	48
ENSDARG00000098252	115	82	92	59
ENSDARG00000030830	1125	1222	1238	1177
ENSDARG00000104936	248	225	190	208
ENSDARG00000075172	1880	1675	1286	1249
ENSDARG00000096989	276	274	412	371
ENSDARG00000076486	688	814	961	911
ENSDARG00000091073	42	33	39	22
ENSDARG00000036704	695	789	608	700
ENSDARG00000017525	316	407	403	344
ENSDARG00000033760	1171	1096	1097	1225
ENSDARG00000055216	11258	11435	12129	11378
ENSDARG00000001889	4581	4453	5674	5417
ENSDARG00000045367	2120	2379	1418	1417
ENSDARG00000028625	5505	8467	5310	4598
ENSDARG00000028628	343	378	284	282
ENSDARG00000015997	11	15	16	16
ENSDARG00000097383	0	0	1	1
ENSDARG00000031161	81	107	89	73
ENSDARG00000034117	2464	2460	2545	2162
ENSDARG00000082534	0	0	0	0
ENSDARG00000095755	1	3	2	2
ENSDARG00000036695	4122	4788	3472	3365
ENSDARG00000094148	0	1	0	0
ENSDARG00000070353	74	54	93	30
ENSDARG00000070352	111	139	162	83
ENSDARG00000070351	109	159	122	95
ENSDARG00000096956	5	13	12	5
ENSDARG00000070348	105	146	118	60
ENSDARG00000070339	654	845	770	783
ENSDARG00000083309	0	0	0	0
ENSDARG00000097150	17	18	20	9
ENSDARG00000092809	201	259	180	176
ENSDARG00000070346	312	329	356	276
ENSDARG00000093797	4	5	6	0
ENSDARG00000070343	365	371	348	271
ENSDARG00000070340	239	297	235	242
ENSDARG00000082918	0	0	2	0
ENSDARG00000070338	239	318	288	259
ENSDARG00000094560	43	25	38	48
ENSDARG00000070337	247	394	277	324
ENSDARG00000061187	4476	4855	5232	4691
ENSDARG00000101441	1347	1357	1399	1428
ENSDARG00000036675	6790	7763	8207	7992
ENSDARG00000020606	82	42	97	61
ENSDARG00000017844	1536	1657	1748	1848
ENSDARG00000061174	511	642	584	520
ENSDARG00000095396	3	5	13	5
ENSDARG00000026348	834	660	771	761
ENSDARG00000075314	752	791	631	552
ENSDARG00000080147	21	58	32	26
ENSDARG00000101982	1256	1327	1532	1564
ENSDARG00000082871	0	0	0	0
ENSDARG00000090833	310	372	369	378
ENSDARG00000031020	2302	2201	2200	2167
ENSDARG00000036616	341	304	320	261
ENSDARG00000019265	425	505	403	348
ENSDARG00000099874	1046	1041	964	1009
ENSDARG00000088792	0	0	2	0
ENSDARG00000074554	2212	2285	1822	1872
ENSDARG00000055740	416	473	347	327
ENSDARG00000084219	0	0	0	0
ENSDARG00000063594	210	265	360	310
ENSDARG00000061161	70	82	50	26
ENSDARG00000075990	683	753	662	600
ENSDARG00000097943	1	6	1	0
ENSDARG00000046139	2	0	0	9
ENSDARG00000025212	551	677	637	524
ENSDARG00000052537	408	502	562	559
ENSDARG00000052535	19	29	11	22
ENSDARG00000044325	123	126	114	80
ENSDARG00000059705	132	160	123	151
ENSDARG00000097111	3	1	7	0
ENSDARG00000052528	52	62	57	47
ENSDARG00000052527	294	294	277	211
ENSDARG00000070222	264	297	291	242
ENSDARG00000052517	99	85	106	102
ENSDARG00000038891	239	296	287	275
ENSDARG00000001929	724	1027	678	636
ENSDARG00000059700	853	666	803	707
ENSDARG00000059699	260	377	261	205
ENSDARG00000055856	0	2	4	2
ENSDARG00000090741	6	2	16	25
ENSDARG00000026895	45	79	44	38
ENSDARG00000105084	0	0	0	0
ENSDARG00000101752	695	801	933	741
ENSDARG00000088187	258	241	234	203
ENSDARG00000002601	169	232	117	130
ENSDARG00000054968	205	119	175	164
ENSDARG00000091015	60	38	49	55
ENSDARG00000061240	79	119	106	113
ENSDARG00000095280	19	21	34	41
ENSDARG00000092691	0	0	2	2
ENSDARG00000082215	0	0	0	0
ENSDARG00000061228	996	1263	1231	1191
ENSDARG00000026296	62	64	109	81
ENSDARG00000080876	0	2	0	0
ENSDARG00000088123	1158	1136	1081	1059
ENSDARG00000079201	1167	1206	1146	1127
ENSDARG00000082906	0	0	0	0
ENSDARG00000101515	0	0	0	0
ENSDARG00000061147	229	276	221	192
ENSDARG00000100927	175	164	165	209
ENSDARG00000044485	439	451	386	368
ENSDARG00000090234	12	7	11	17
ENSDARG00000099038	67	106	114	130
ENSDARG00000008107	537	612	648	524
ENSDARG00000011809	480	572	464	414
ENSDARG00000008788	2907	3437	2280	2061
ENSDARG00000078859	55	98	166	129
ENSDARG00000022648	458	517	520	415
ENSDARG00000075468	1388	1202	1448	1493
ENSDARG00000078924	268	295	270	262
ENSDARG00000016095	49	27	50	56
ENSDARG00000101619	1310	1500	1275	1327
ENSDARG00000102199	587	730	605	558
ENSDARG00000076056	200	161	244	188
ENSDARG00000077341	2629	3291	3313	2403
ENSDARG00000104435	1344	1404	1294	1196
ENSDARG00000087978	2	0	2	6
ENSDARG00000054846	31	31	12	16
ENSDARG00000054847	9	5	2	3
ENSDARG00000104500	986	1048	1008	795
ENSDARG00000095788	16	20	20	13
ENSDARG00000005913	1681	1310	1426	1227
ENSDARG00000102692	1023	783	1130	1055
ENSDARG00000104951	0	0	0	0
ENSDARG00000101595	61	27	116	98
ENSDARG00000102026	201	179	226	217
ENSDARG00000081808	0	0	0	0
ENSDARG00000054641	564	579	587	534
ENSDARG00000084142	0	1	1	0
ENSDARG00000027495	1082	1159	1185	1081
ENSDARG00000075455	228	204	181	160
ENSDARG00000094447	5	4	5	0
ENSDARG00000094198	373	399	423	295
ENSDARG00000094460	621	937	859	787
ENSDARG00000089981	1074	1190	1112	1021
ENSDARG00000085799	0	0	0	0
ENSDARG00000075960	139	193	133	119
ENSDARG00000088040	78	71	136	128
ENSDARG00000067808	0	0	0	0
ENSDARG00000095001	0	2	2	0
ENSDARG00000092956	0	0	0	0
ENSDARG00000041644	806	921	352	374
ENSDARG00000076768	526	481	761	589
ENSDARG00000070227	511	532	514	370
ENSDARG00000104218	39	39	20	27
ENSDARG00000011490	376	361	478	445
ENSDARG00000074827	130	92	111	106
ENSDARG00000046021	177	144	183	164
ENSDARG00000086856	1409	1611	1812	1560
ENSDARG00000087798	313	292	204	248
ENSDARG00000093240	363	390	369	311
ENSDARG00000102356	1211	1339	1298	1258
ENSDARG00000019025	13	14	20	25
ENSDARG00000096846	0	0	0	0
ENSDARG00000026248	128	150	112	100
ENSDARG00000101404	741	866	696	718
ENSDARG00000103766	139	130	220	255
ENSDARG00000102805	462	377	377	384
ENSDARG00000103590	907	904	929	908
ENSDARG00000098890	294	44	279	351
ENSDARG00000103456	135	63	7	20
ENSDARG00000104540	535	27	992	1157
ENSDARG00000098803	1392	313	1895	2251
ENSDARG00000102292	0	0	1	1
ENSDARG00000099003	1200	963	1219	1280
ENSDARG00000104811	93	120	40	41
ENSDARG00000103347	66	63	14	28
ENSDARG00000085946	0	0	0	0
ENSDARG00000094287	3	2	3	11
ENSDARG00000092072	0	0	0	0
ENSDARG00000013524	208	259	128	109
ENSDARG00000091511	118	110	117	96
ENSDARG00000070271	818	843	823	720
ENSDARG00000091584	730	564	470	458
ENSDARG00000023840	333	454	223	224
ENSDARG00000038123	1542	1968	1532	1574
ENSDARG00000060849	672	816	934	811
ENSDARG00000100065	0	0	0	0
ENSDARG00000093939	28	16	15	14
ENSDARG00000103586	592	745	538	432
ENSDARG00000096947	0	0	0	0
ENSDARG00000070157	441	806	902	589
ENSDARG00000090837	0	0	0	1
ENSDARG00000094316	82	111	6	8
ENSDARG00000099968	21	184	4	3
ENSDARG00000077571	5	111	0	0
ENSDARG00000038113	879	944	860	829
ENSDARG00000004114	233	230	242	273
ENSDARG00000103868	161	142	237	216
ENSDARG00000103725	264	320	326	321
ENSDARG00000099199	565	588	621	612
ENSDARG00000100939	6	1	0	2
ENSDARG00000104508	395	399	435	402
ENSDARG00000102050	287	204	191	221
ENSDARG00000105093	56	74	68	93
ENSDARG00000099479	1770	2085	1538	1353
ENSDARG00000077810	314	364	373	370
ENSDARG00000007216	2524	3179	3588	3300
ENSDARG00000090152	154	171	210	175
ENSDARG00000054548	0	1	0	0
ENSDARG00000075086	46	27	1	2
ENSDARG00000009524	918	968	883	781
ENSDARG00000088882	213	233	213	191
ENSDARG00000076011	1208	1087	1079	851
ENSDARG00000095911	111	60	60	66
ENSDARG00000012125	280	341	313	310
ENSDARG00000070127	769	938	683	670
ENSDARG00000095873	2	4	8	2
ENSDARG00000101281	422	433	315	280
ENSDARG00000043918	13	8	13	20
ENSDARG00000074572	2390	2804	3013	3286
ENSDARG00000098477	208	452	305	319
ENSDARG00000015068	17	16	15	6
ENSDARG00000095969	14	9	7	11
ENSDARG00000060597	202	246	304	225
ENSDARG00000035771	1364	1554	1451	1457
ENSDARG00000095809	33	29	14	17
ENSDARG00000039385	1365	1535	1224	1070
ENSDARG00000027112	680	647	705	776
ENSDARG00000015835	865	1043	1061	1033
ENSDARG00000095799	12	22	14	17
ENSDARG00000088985	10	8	6	8
ENSDARG00000034107	59	55	38	38
ENSDARG00000075024	1477	1607	2203	2017
ENSDARG00000002240	1584	2107	2189	2246
ENSDARG00000039005	632	843	674	572
ENSDARG00000099967	0	0	0	0
ENSDARG00000087392	0	0	0	0
ENSDARG00000099607	0	0	2	0
ENSDARG00000088091	33099	31452	20891	24240
ENSDARG00000039007	30714	34110	35725	36764
ENSDARG00000039008	527	594	500	549
ENSDARG00000092799	173	192	217	165
ENSDARG00000054448	123	112	193	187
ENSDARG00000033955	63	36	48	33
ENSDARG00000102005	0	0	0	0
ENSDARG00000086481	585	699	705	766
ENSDARG00000099203	16626	18690	15859	14019
ENSDARG00000054218	255	223	259	187
ENSDARG00000095832	1000	772	492	610
ENSDARG00000054211	320	295	323	293
ENSDARG00000054207	125	126	93	106
ENSDARG00000076317	1732	1602	1786	1800
ENSDARG00000095963	800	740	939	912
ENSDARG00000095962	16	12	14	4
ENSDARG00000095861	2	2	5	7
ENSDARG00000103727	109	53	154	143
ENSDARG00000053990	5310	6703	7247	6305
ENSDARG00000070119	507	564	672	726
ENSDARG00000039901	332	284	236	190
ENSDARG00000039900	10	6	54	53
ENSDARG00000102304	53	60	96	84
ENSDARG00000077405	1552	2125	1243	1263
ENSDARG00000100962	648	560	409	380
ENSDARG00000027381	46	126	60	36
ENSDARG00000036897	142	112	145	147
ENSDARG00000036894	1773	2071	1848	1764
ENSDARG00000100797	427	283	441	389
ENSDARG00000100466	83	87	89	55
ENSDARG00000023062	3423	4592	3666	3688
ENSDARG00000095817	556	623	456	424
ENSDARG00000095843	497	543	357	357
ENSDARG00000044169	153	98	108	97
ENSDARG00000101212	364	372	300	262
ENSDARG00000092260	446	443	413	358
ENSDARG00000053966	84	59	54	64
ENSDARG00000077799	1194	1464	1318	1159
ENSDARG00000076310	241	227	229	172
ENSDARG00000102845	252	236	316	280
ENSDARG00000102585	438	498	384	341
ENSDARG00000062262	10	8	5	10
ENSDARG00000099483	232	263	304	223
ENSDARG00000007751	68	85	56	48
ENSDARG00000012946	1891	1912	1728	1690
ENSDARG00000043046	1851	2074	1570	1521
ENSDARG00000095825	14	10	10	15
ENSDARG00000100075	4588	4016	4907	4516
ENSDARG00000069904	439	489	362	356
ENSDARG00000053940	11	57	0	0
ENSDARG00000096304	67	77	47	55
ENSDARG00000101407	315	171	77	94
ENSDARG00000098990	309	307	199	243
ENSDARG00000100598	207	171	184	210
ENSDARG00000017649	20	21	5	7
ENSDARG00000088466	257	258	150	134
ENSDARG00000074639	118	121	85	101
ENSDARG00000074715	860	1070	845	831
ENSDARG00000059411	347	501	396	378
ENSDARG00000090039	4552	4834	5238	4732
ENSDARG00000077999	28	43	27	50
ENSDARG00000042259	532	581	721	559
ENSDARG00000045465	1218	1414	1392	1363
ENSDARG00000101590	0	0	0	0
ENSDARG00000097443	6	4	5	8
ENSDARG00000076373	459	526	534	471
ENSDARG00000077245	233	214	279	298
ENSDARG00000085507	0	0	0	0
ENSDARG00000059410	0	4	19	17
ENSDARG00000026417	13	5	23	35
ENSDARG00000097184	0	0	0	0
ENSDARG00000021909	71	66	89	61
ENSDARG00000006617	870	861	1042	977
ENSDARG00000100958	422	358	374	266
ENSDARG00000076005	324	439	479	474
ENSDARG00000097429	21	27	18	15
ENSDARG00000076791	595	743	754	746
ENSDARG00000045463	629	750	591	647
ENSDARG00000059412	22	17	15	25
ENSDARG00000096936	9	6	5	8
ENSDARG00000077878	172	172	165	200
ENSDARG00000096447	5	1	1	2
ENSDARG00000071863	1858	2065	2162	1881
ENSDARG00000102153	5132	5893	5081	4773
ENSDARG00000071864	0	2	0	0
ENSDARG00000095432	61	57	33	50
ENSDARG00000092319	2	4	12	10
ENSDARG00000101358	92	98	90	70
ENSDARG00000098169	0	0	0	0
ENSDARG00000013965	1074	1191	1245	1103
ENSDARG00000012642	725	723	696	633
ENSDARG00000063701	1242	1292	1227	1117
ENSDARG00000090649	2	6	3	1
ENSDARG00000094832	0	4	2	2
ENSDARG00000045453	3	4	32	35
ENSDARG00000071860	704	702	632	518
ENSDARG00000091247	527	597	539	561
ENSDARG00000101110	80	73	122	97
ENSDARG00000104576	160	134	326	249
ENSDARG00000098589	2829	2828	2875	3127
ENSDARG00000100251	9	2	4	4
ENSDARG00000105040	621	655	661	658
ENSDARG00000102412	1999	1684	2349	2365
ENSDARG00000104801	286	395	405	393
ENSDARG00000098245	75	61	30	43
ENSDARG00000012671	273	292	279	256
ENSDARG00000102341	90	99	69	85
ENSDARG00000059391	5780	6449	5861	5325
ENSDARG00000059388	722	779	761	671
ENSDARG00000075369	1200	1373	1323	1289
ENSDARG00000045447	1052	1123	943	959
ENSDARG00000019976	1619	1437	2117	1850
ENSDARG00000074611	1624	1712	1539	1531
ENSDARG00000097918	19	25	25	19
ENSDARG00000071823	272	275	245	184
ENSDARG00000028000	3282	3518	3747	3585
ENSDARG00000084074	0	0	0	0
ENSDARG00000083125	0	1	0	0
ENSDARG00000029072	5831	5854	5284	5230
ENSDARG00000094547	0	0	0	0
ENSDARG00000063677	403	352	443	408
ENSDARG00000045438	57	55	32	28
ENSDARG00000045444	1308	1307	1090	1084
ENSDARG00000045442	46979	36533	27609	28797
ENSDARG00000045443	80	72	98	88
ENSDARG00000015567	2216	2577	2233	1799
ENSDARG00000031307	540	617	488	457
ENSDARG00000077468	378	430	332	282
ENSDARG00000011821	845	774	1073	1001
ENSDARG00000055629	719	760	729	710
ENSDARG00000058585	488	513	379	364
ENSDARG00000092898	137	221	74	62
ENSDARG00000061221	19	35	2	11
ENSDARG00000095333	17	59	14	8
ENSDARG00000095245	17	50	12	34
ENSDARG00000061203	1735	1790	1413	1322
ENSDARG00000055575	334	302	404	340
ENSDARG00000055558	5	17	3	10
ENSDARG00000055566	291	214	338	294
ENSDARG00000084033	0	0	0	0
ENSDARG00000055551	13	6	9	14
ENSDARG00000084167	0	0	0	0
ENSDARG00000034883	1758	1795	1409	1380
ENSDARG00000010155	1403	1556	1701	1680
ENSDARG00000017910	533	514	664	710
ENSDARG00000095609	0	0	0	6
ENSDARG00000055520	21	19	20	27
ENSDARG00000016505	504	327	559	627
ENSDARG00000055506	11	4	0	2
ENSDARG00000096932	333	331	322	259
ENSDARG00000015537	8542	10108	7895	7751
ENSDARG00000010186	1046	1065	994	777
ENSDARG00000079278	453	445	368	401
ENSDARG00000055476	8	10	19	13
ENSDARG00000013976	3299	3690	3396	3383
ENSDARG00000077134	743	1075	563	455
ENSDARG00000082329	0	2	0	0
ENSDARG00000104295	3327	4057	3617	3225
ENSDARG00000074528	71	81	103	90
ENSDARG00000031248	86	133	93	115
ENSDARG00000103637	187	142	143	120
ENSDARG00000076826	689	667	497	523
ENSDARG00000093011	0	0	0	0
ENSDARG00000089794	0	0	0	0
ENSDARG00000104978	0	0	0	0
ENSDARG00000008790	375	421	324	257
ENSDARG00000013933	12	7	18	17
ENSDARG00000079312	2778	3795	3135	2796
ENSDARG00000063636	1764	1894	1545	1553
ENSDARG00000015174	4401	4399	3883	3390
ENSDARG00000059362	2056	1927	1846	1635
ENSDARG00000011640	4292	5335	3445	3281
ENSDARG00000008164	127	178	102	113
ENSDARG00000078297	25	29	4	3
ENSDARG00000018461	1494	1512	1304	1344
ENSDARG00000076055	339	388	392	297
ENSDARG00000079560	487	529	539	489
ENSDARG00000079401	131	100	171	127
